,branch,heat_demand,year,month,day,hour,date,ymd,imputated_temperature,season
9369,강남,546,2023,12,01,03,2023-12-01 03:00:00,2023-12-01,-4.9,겨울
9397,강남,534,2023,12,01,04,2023-12-01 04:00:00,2023-12-01,-5.3,겨울
9629,강남,526,2023,12,01,05,2023-12-01 05:00:00,2023-12-01,-5.1,겨울
9648,강남,524,2023,12,01,06,2023-12-01 06:00:00,2023-12-01,-5.5,겨울
10846,강남,553,2023,12,01,07,2023-12-01 07:00:00,2023-12-01,-5.6,겨울
10879,강남,573,2023,12,01,08,2023-12-01 08:00:00,2023-12-01,-5.3,겨울
10896,강남,589,2023,12,01,09,2023-12-01 09:00:00,2023-12-01,-3.8,겨울
10918,강남,536,2023,12,01,10,2023-12-01 10:00:00,2023-12-01,-1.7,겨울
10944,강남,508,2023,12,01,11,2023-12-01 11:00:00,2023-12-01,-1.3,겨울
10966,강남,477,2023,12,01,12,2023-12-01 12:00:00,2023-12-01,0.1,겨울
10977,강남,440,2023,12,01,13,2023-12-01 13:00:00,2023-12-01,0.4,겨울
11019,강남,430,2023,12,01,14,2023-12-01 14:00:00,2023-12-01,0.7,겨울
11049,강남,409,2023,12,01,15,2023-12-01 15:00:00,2023-12-01,0.8,겨울
11088,강남,405,2023,12,01,16,2023-12-01 16:00:00,2023-12-01,0.7,겨울
11669,강남,449,2023,12,01,17,2023-12-01 17:00:00,2023-12-01,0.0,겨울
11691,강남,512,2023,12,01,18,2023-12-01 18:00:00,2023-12-01,-0.1,겨울
11733,강남,597,2023,12,01,19,2023-12-01 19:00:00,2023-12-01,0.0,겨울
11767,강남,635,2023,12,01,20,2023-12-01 20:00:00,2023-12-01,-0.1,겨울
11814,강남,628,2023,12,01,21,2023-12-01 21:00:00,2023-12-01,-1.7,겨울
11833,강남,643,2023,12,01,22,2023-12-01 22:00:00,2023-12-01,-2.2,겨울
11852,강남,605,2023,12,01,23,2023-12-01 23:00:00,2023-12-01,-2.6,겨울
11891,강남,585,2023,12,02,00,2023-12-02 00:00:00,2023-12-02,-3.1,겨울
11907,강남,561,2023,12,02,01,2023-12-02 01:00:00,2023-12-02,-3.3,겨울
11919,강남,553,2023,12,02,02,2023-12-02 02:00:00,2023-12-02,-3.1,겨울
11958,강남,541,2023,12,02,03,2023-12-02 03:00:00,2023-12-02,-3.4,겨울
11996,강남,519,2023,12,02,04,2023-12-02 04:00:00,2023-12-02,-3.0,겨울
12037,강남,509,2023,12,02,05,2023-12-02 05:00:00,2023-12-02,-2.2,겨울
12052,강남,499,2023,12,02,06,2023-12-02 06:00:00,2023-12-02,-2.0,겨울
12094,강남,508,2023,12,02,07,2023-12-02 07:00:00,2023-12-02,-1.7,겨울
12118,강남,513,2023,12,02,08,2023-12-02 08:00:00,2023-12-02,-1.0,겨울
12137,강남,533,2023,12,02,09,2023-12-02 09:00:00,2023-12-02,-0.6,겨울
12169,강남,550,2023,12,02,10,2023-12-02 10:00:00,2023-12-02,0.9,겨울
12217,강남,527,2023,12,02,11,2023-12-02 11:00:00,2023-12-02,1.7,겨울
12253,강남,492,2023,12,02,12,2023-12-02 12:00:00,2023-12-02,4.8,겨울
12296,강남,454,2023,12,02,13,2023-12-02 13:00:00,2023-12-02,4.8,겨울
12360,강남,417,2023,12,02,14,2023-12-02 14:00:00,2023-12-02,7.5,겨울
12410,강남,393,2023,12,02,15,2023-12-02 15:00:00,2023-12-02,7.9,겨울
12482,강남,390,2023,12,02,16,2023-12-02 16:00:00,2023-12-02,7.2,겨울
13154,강남,425,2023,12,02,17,2023-12-02 17:00:00,2023-12-02,6.8,겨울
13175,강남,480,2023,12,02,18,2023-12-02 18:00:00,2023-12-02,6.2,겨울
