,branch,heat_demand,year,month,day,hour,date,ymd,imputated_temperature,season
9827,강남,720,2022,2,04,19,2022-02-04 19:00:00,2022-02-04,-3.1,겨울
9871,강남,797,2022,2,04,20,2022-02-04 20:00:00,2022-02-04,-3.8,겨울
9896,강남,806,2022,2,04,21,2022-02-04 21:00:00,2022-02-04,-5.7,겨울
9922,강남,766,2022,2,04,22,2022-02-04 22:00:00,2022-02-04,-6.4,겨울
9973,강남,717,2022,2,04,23,2022-02-04 23:00:00,2022-02-04,-6.6,겨울
9992,강남,723,2022,2,05,00,2022-02-05 00:00:00,2022-02-05,-6.6,겨울
10012,강남,666,2022,2,05,01,2022-02-05 01:00:00,2022-02-05,-6.7,겨울
10036,강남,645,2022,2,05,02,2022-02-05 02:00:00,2022-02-05,-6.6,겨울
10052,강남,609,2022,2,05,03,2022-02-05 03:00:00,2022-02-05,-6.9,겨울
10101,강남,595,2022,2,05,04,2022-02-05 04:00:00,2022-02-05,-7.2,겨울
10134,강남,580,2022,2,05,05,2022-02-05 05:00:00,2022-02-05,-7.2,겨울
10511,강남,584,2022,2,05,06,2022-02-05 06:00:00,2022-02-05,-7.5,겨울
10531,강남,614,2022,2,05,07,2022-02-05 07:00:00,2022-02-05,-7.8,겨울
10566,강남,625,2022,2,05,08,2022-02-05 08:00:00,2022-02-05,-7.8,겨울
10598,강남,652,2022,2,05,09,2022-02-05 09:00:00,2022-02-05,-6.9,겨울
10637,강남,661,2022,2,05,10,2022-02-05 10:00:00,2022-02-05,-5.1,겨울
10754,강남,625,2022,2,05,11,2022-02-05 11:00:00,2022-02-05,-4.6,겨울
10780,강남,597,2022,2,05,12,2022-02-05 12:00:00,2022-02-05,-2.9,겨울
10795,강남,558,2022,2,05,13,2022-02-05 13:00:00,2022-02-05,-2.5,겨울
10839,강남,542,2022,2,05,14,2022-02-05 14:00:00,2022-02-05,-1.7,겨울
10880,강남,508,2022,2,05,15,2022-02-05 15:00:00,2022-02-05,-1.1,겨울
10897,강남,515,2022,2,05,16,2022-02-05 16:00:00,2022-02-05,-2.0,겨울
10903,강남,516,2022,2,05,17,2022-02-05 17:00:00,2022-02-05,-2.6,겨울
10924,강남,549,2022,2,05,18,2022-02-05 18:00:00,2022-02-05,-3.8,겨울
10950,강남,700,2022,2,05,19,2022-02-05 19:00:00,2022-02-05,-4.7,겨울
10974,강남,747,2022,2,05,20,2022-02-05 20:00:00,2022-02-05,-4.9,겨울
11012,강남,783,2022,2,05,21,2022-02-05 21:00:00,2022-02-05,-5.2,겨울
11021,강남,768,2022,2,05,22,2022-02-05 22:00:00,2022-02-05,-5.5,겨울
11069,강남,745,2022,2,05,23,2022-02-05 23:00:00,2022-02-05,-5.4,겨울
11124,강남,682,2022,2,06,00,2022-02-06 00:00:00,2022-02-06,-5.2,겨울
11138,강남,600,2022,2,06,01,2022-02-06 01:00:00,2022-02-06,-5.2,겨울
11157,강남,607,2022,2,06,02,2022-02-06 02:00:00,2022-02-06,-5.0,겨울
11168,강남,602,2022,2,06,03,2022-02-06 03:00:00,2022-02-06,-5.0,겨울
11185,강남,586,2022,2,06,04,2022-02-06 04:00:00,2022-02-06,-5.1,겨울
11206,강남,571,2022,2,06,05,2022-02-06 05:00:00,2022-02-06,-6.5,겨울
11232,강남,564,2022,2,06,06,2022-02-06 06:00:00,2022-02-06,-6.6,겨울
11264,강남,568,2022,2,06,07,2022-02-06 07:00:00,2022-02-06,-7.8,겨울
12153,강남,597,2022,2,06,08,2022-02-06 08:00:00,2022-02-06,-7.6,겨울
12212,강남,636,2022,2,06,09,2022-02-06 09:00:00,2022-02-06,-5.4,겨울
12262,강남,597,2022,2,06,10,2022-02-06 10:00:00,2022-02-06,-1.9,겨울
12335,강남,545,2022,2,06,11,2022-02-06 11:00:00,2022-02-06,0.3,겨울
12399,강남,521,2022,2,06,12,2022-02-06 12:00:00,2022-02-06,1.0,겨울
12449,강남,512,2022,2,06,13,2022-02-06 13:00:00,2022-02-06,1.2,겨울
12505,강남,504,2022,2,06,14,2022-02-06 14:00:00,2022-02-06,1.6,겨울
12562,강남,482,2022,2,06,15,2022-02-06 15:00:00,2022-02-06,1.5,겨울
12568,강남,474,2022,2,06,16,2022-02-06 16:00:00,2022-02-06,1.8,겨울
12613,강남,510,2022,2,06,17,2022-02-06 17:00:00,2022-02-06,0.8,겨울
12630,강남,579,2022,2,06,18,2022-02-06 18:00:00,2022-02-06,-0.1,겨울
12650,강남,676,2022,2,06,19,2022-02-06 19:00:00,2022-02-06,-0.6,겨울
12671,강남,747,2022,2,06,20,2022-02-06 20:00:00,2022-02-06,-1.1,겨울
12689,강남,760,2022,2,06,21,2022-02-06 21:00:00,2022-02-06,-1.8,겨울
12722,강남,740,2022,2,06,22,2022-02-06 22:00:00,2022-02-06,-2.4,겨울
12744,강남,692,2022,2,06,23,2022-02-06 23:00:00,2022-02-06,-3.4,겨울
12782,강남,665,2022,2,07,00,2022-02-07 00:00:00,2022-02-07,-3.5,겨울
12820,강남,615,2022,2,07,01,2022-02-07 01:00:00,2022-02-07,-3.8,겨울
13199,강남,592,2022,2,07,02,2022-02-07 02:00:00,2022-02-07,-4.2,겨울
13224,강남,584,2022,2,07,03,2022-02-07 03:00:00,2022-02-07,-5.5,겨울
13273,강남,557,2022,2,07,04,2022-02-07 04:00:00,2022-02-07,-6.0,겨울
13300,강남,550,2022,2,07,05,2022-02-07 05:00:00,2022-02-07,-7.0,겨울
13330,강남,564,2022,2,07,06,2022-02-07 06:00:00,2022-02-07,-7.5,겨울
13358,강남,638,2022,2,07,07,2022-02-07 07:00:00,2022-02-07,-7.3,겨울
13396,강남,689,2022,2,07,08,2022-02-07 08:00:00,2022-02-07,-6.4,겨울
13422,강남,689,2022,2,07,09,2022-02-07 09:00:00,2022-02-07,-4.6,겨울
13445,강남,606,2022,2,07,10,2022-02-07 10:00:00,2022-02-07,-2.7,겨울
13470,강남,550,2022,2,07,11,2022-02-07 11:00:00,2022-02-07,-0.6,겨울
13495,강남,481,2022,2,07,12,2022-02-07 12:00:00,2022-02-07,0.2,겨울
13512,강남,454,2022,2,07,13,2022-02-07 13:00:00,2022-02-07,1.7,겨울
13541,강남,437,2022,2,07,14,2022-02-07 14:00:00,2022-02-07,1.8,겨울
13573,강남,434,2022,2,07,15,2022-02-07 15:00:00,2022-02-07,2.7,겨울
13582,강남,461,2022,2,07,16,2022-02-07 16:00:00,2022-02-07,2.2,겨울
13619,강남,491,2022,2,07,17,2022-02-07 17:00:00,2022-02-07,1.4,겨울
13642,강남,581,2022,2,07,18,2022-02-07 18:00:00,2022-02-07,1.1,겨울
13674,강남,659,2022,2,07,19,2022-02-07 19:00:00,2022-02-07,0.9,겨울
13714,강남,719,2022,2,07,20,2022-02-07 20:00:00,2022-02-07,0.6,겨울
13755,강남,726,2022,2,07,21,2022-02-07 21:00:00,2022-02-07,0.5,겨울
13792,강남,695,2022,2,07,22,2022-02-07 22:00:00,2022-02-07,0.6,겨울
13839,강남,658,2022,2,07,23,2022-02-07 23:00:00,2022-02-07,0.1,겨울
13965,강남,608,2022,2,08,00,2022-02-08 00:00:00,2022-02-08,-1.3,겨울
14011,강남,573,2022,2,08,01,2022-02-08 01:00:00,2022-02-08,-1.4,겨울
14220,강남,586,2022,2,08,02,2022-02-08 02:00:00,2022-02-08,-2.0,겨울
14388,강남,568,2022,2,08,03,2022-02-08 03:00:00,2022-02-08,-3.1,겨울
14411,강남,549,2022,2,08,04,2022-02-08 04:00:00,2022-02-08,-4.2,겨울
14456,강남,542,2022,2,08,05,2022-02-08 05:00:00,2022-02-08,-4.5,겨울
14497,강남,539,2022,2,08,06,2022-02-08 06:00:00,2022-02-08,-4.5,겨울
14532,강남,590,2022,2,08,07,2022-02-08 07:00:00,2022-02-08,-4.0,겨울
14580,강남,642,2022,2,08,08,2022-02-08 08:00:00,2022-02-08,-2.9,겨울
14612,강남,645,2022,2,08,09,2022-02-08 09:00:00,2022-02-08,-1.8,겨울
14628,강남,602,2022,2,08,10,2022-02-08 10:00:00,2022-02-08,0.0,겨울
14646,강남,526,2022,2,08,11,2022-02-08 11:00:00,2022-02-08,1.9,겨울
14675,강남,476,2022,2,08,12,2022-02-08 12:00:00,2022-02-08,3.8,겨울
14699,강남,432,2022,2,08,13,2022-02-08 13:00:00,2022-02-08,4.0,겨울
14736,강남,388,2022,2,08,14,2022-02-08 14:00:00,2022-02-08,5.2,겨울
14754,강남,373,2022,2,08,15,2022-02-08 15:00:00,2022-02-08,5.0,겨울
14791,강남,375,2022,2,08,16,2022-02-08 16:00:00,2022-02-08,5.5,겨울
14849,강남,396,2022,2,08,17,2022-02-08 17:00:00,2022-02-08,5.0,겨울
14896,강남,438,2022,2,08,18,2022-02-08 18:00:00,2022-02-08,3.9,겨울
14920,강남,573,2022,2,08,19,2022-02-08 19:00:00,2022-02-08,2.9,겨울
14940,강남,685,2022,2,08,20,2022-02-08 20:00:00,2022-02-08,2.0,겨울
15445,강남,718,2022,2,08,21,2022-02-08 21:00:00,2022-02-08,1.4,겨울
15472,강남,724,2022,2,08,22,2022-02-08 22:00:00,2022-02-08,0.1,겨울
15514,강남,673,2022,2,08,23,2022-02-08 23:00:00,2022-02-08,-1.0,겨울
15525,강남,626,2022,2,09,00,2022-02-09 00:00:00,2022-02-09,-2.0,겨울
15556,강남,564,2022,2,09,01,2022-02-09 01:00:00,2022-02-09,-3.0,겨울
15583,강남,550,2022,2,09,02,2022-02-09 02:00:00,2022-02-09,-3.2,겨울
15601,강남,507,2022,2,09,03,2022-02-09 03:00:00,2022-02-09,-3.8,겨울
15624,강남,504,2022,2,09,04,2022-02-09 04:00:00,2022-02-09,-3.9,겨울
15659,강남,497,2022,2,09,05,2022-02-09 05:00:00,2022-02-09,-4.8,겨울
15678,강남,519,2022,2,09,06,2022-02-09 06:00:00,2022-02-09,-5.0,겨울
15700,강남,629,2022,2,09,07,2022-02-09 07:00:00,2022-02-09,-4.5,겨울
16888,강남,655,2022,2,09,08,2022-02-09 08:00:00,2022-02-09,-4.1,겨울
16915,강남,623,2022,2,09,09,2022-02-09 09:00:00,2022-02-09,-2.1,겨울
16948,강남,585,2022,2,09,10,2022-02-09 10:00:00,2022-02-09,0.7,겨울
16974,강남,509,2022,2,09,11,2022-02-09 11:00:00,2022-02-09,1.8,겨울
17005,강남,455,2022,2,09,12,2022-02-09 12:00:00,2022-02-09,4.0,겨울
17040,강남,397,2022,2,09,13,2022-02-09 13:00:00,2022-02-09,5.3,겨울
17079,강남,375,2022,2,09,14,2022-02-09 14:00:00,2022-02-09,5.8,겨울
17110,강남,346,2022,2,09,15,2022-02-09 15:00:00,2022-02-09,6.3,겨울
17133,강남,359,2022,2,09,16,2022-02-09 16:00:00,2022-02-09,7.1,겨울
17154,강남,357,2022,2,09,17,2022-02-09 17:00:00,2022-02-09,6.3,겨울
17184,강남,462,2022,2,09,18,2022-02-09 18:00:00,2022-02-09,5.1,겨울
17223,강남,513,2022,2,09,19,2022-02-09 19:00:00,2022-02-09,4.6,겨울
17270,강남,638,2022,2,09,20,2022-02-09 20:00:00,2022-02-09,4.1,겨울
17303,강남,665,2022,2,09,21,2022-02-09 21:00:00,2022-02-09,3.7,겨울
17336,강남,665,2022,2,09,22,2022-02-09 22:00:00,2022-02-09,3.1,겨울
18259,강남,619,2022,2,09,23,2022-02-09 23:00:00,2022-02-09,2.3,겨울
18465,강남,583,2022,2,10,00,2022-02-10 00:00:00,2022-02-10,1.8,겨울
18484,강남,521,2022,2,10,01,2022-02-10 01:00:00,2022-02-10,1.3,겨울
18511,강남,516,2022,2,10,02,2022-02-10 02:00:00,2022-02-10,0.0,겨울
18540,강남,495,2022,2,10,03,2022-02-10 03:00:00,2022-02-10,-0.9,겨울
18582,강남,483,2022,2,10,04,2022-02-10 04:00:00,2022-02-10,-1.7,겨울
18624,강남,474,2022,2,10,05,2022-02-10 05:00:00,2022-02-10,-2.5,겨울
18644,강남,487,2022,2,10,06,2022-02-10 06:00:00,2022-02-10,-2.2,겨울
18680,강남,538,2022,2,10,07,2022-02-10 07:00:00,2022-02-10,-2.6,겨울
18714,강남,593,2022,2,10,08,2022-02-10 08:00:00,2022-02-10,-2.4,겨울
18777,강남,613,2022,2,10,09,2022-02-10 09:00:00,2022-02-10,-0.1,겨울
18796,강남,533,2022,2,10,10,2022-02-10 10:00:00,2022-02-10,2.6,겨울
18807,강남,477,2022,2,10,11,2022-02-10 11:00:00,2022-02-10,5.1,겨울
18822,강남,427,2022,2,10,12,2022-02-10 12:00:00,2022-02-10,5.6,겨울
18850,강남,415,2022,2,10,13,2022-02-10 13:00:00,2022-02-10,6.4,겨울
18874,강남,386,2022,2,10,14,2022-02-10 14:00:00,2022-02-10,7.0,겨울
18902,강남,351,2022,2,10,15,2022-02-10 15:00:00,2022-02-10,7.5,겨울
18926,강남,322,2022,2,10,16,2022-02-10 16:00:00,2022-02-10,7.6,겨울
18977,강남,320,2022,2,10,17,2022-02-10 17:00:00,2022-02-10,6.9,겨울
19008,강남,415,2022,2,10,18,2022-02-10 18:00:00,2022-02-10,5.8,겨울
19030,강남,482,2022,2,10,19,2022-02-10 19:00:00,2022-02-10,4.8,겨울
19073,강남,567,2022,2,10,20,2022-02-10 20:00:00,2022-02-10,4.4,겨울
19098,강남,647,2022,2,10,21,2022-02-10 21:00:00,2022-02-10,2.2,겨울
19130,강남,662,2022,2,10,22,2022-02-10 22:00:00,2022-02-10,2.6,겨울
19184,강남,643,2022,2,10,23,2022-02-10 23:00:00,2022-02-10,2.4,겨울
19229,강남,550,2022,2,11,00,2022-02-11 00:00:00,2022-02-11,-0.3,겨울
19246,강남,513,2022,2,11,01,2022-02-11 01:00:00,2022-02-11,-1.2,겨울
19275,강남,485,2022,2,11,02,2022-02-11 02:00:00,2022-02-11,-1.6,겨울
19290,강남,460,2022,2,11,03,2022-02-11 03:00:00,2022-02-11,-2.4,겨울
19304,강남,447,2022,2,11,04,2022-02-11 04:00:00,2022-02-11,-2.7,겨울
19328,강남,438,2022,2,11,05,2022-02-11 05:00:00,2022-02-11,-2.8,겨울
19346,강남,481,2022,2,11,06,2022-02-11 06:00:00,2022-02-11,-3.5,겨울
19363,강남,518,2022,2,11,07,2022-02-11 07:00:00,2022-02-11,-3.5,겨울
19392,강남,575,2022,2,11,08,2022-02-11 08:00:00,2022-02-11,-2.6,겨울
19422,강남,595,2022,2,11,09,2022-02-11 09:00:00,2022-02-11,0.0,겨울
19464,강남,545,2022,2,11,10,2022-02-11 10:00:00,2022-02-11,2.5,겨울
19510,강남,486,2022,2,11,11,2022-02-11 11:00:00,2022-02-11,4.4,겨울
19535,강남,428,2022,2,11,12,2022-02-11 12:00:00,2022-02-11,6.7,겨울
19566,강남,388,2022,2,11,13,2022-02-11 13:00:00,2022-02-11,7.1,겨울
19599,강남,377,2022,2,11,14,2022-02-11 14:00:00,2022-02-11,8.5,겨울
19643,강남,354,2022,2,11,15,2022-02-11 15:00:00,2022-02-11,8.7,겨울
19674,강남,336,2022,2,11,16,2022-02-11 16:00:00,2022-02-11,8.8,겨울
19766,강남,321,2022,2,11,17,2022-02-11 17:00:00,2022-02-11,8.1,겨울
19794,강남,388,2022,2,11,18,2022-02-11 18:00:00,2022-02-11,7.1,겨울
19822,강남,454,2022,2,11,19,2022-02-11 19:00:00,2022-02-11,6.3,겨울
19864,강남,514,2022,2,11,20,2022-02-11 20:00:00,2022-02-11,5.5,겨울
19894,강남,553,2022,2,11,21,2022-02-11 21:00:00,2022-02-11,4.9,겨울
20016,강남,558,2022,2,11,22,2022-02-11 22:00:00,2022-02-11,4.9,겨울
20058,강남,563,2022,2,11,23,2022-02-11 23:00:00,2022-02-11,4.1,겨울
20086,강남,560,2022,2,12,00,2022-02-12 00:00:00,2022-02-12,3.2,겨울
20136,강남,464,2022,2,12,01,2022-02-12 01:00:00,2022-02-12,3.1,겨울
20173,강남,454,2022,2,12,02,2022-02-12 02:00:00,2022-02-12,2.2,겨울
20198,강남,431,2022,2,12,03,2022-02-12 03:00:00,2022-02-12,1.9,겨울
20223,강남,411,2022,2,12,04,2022-02-12 04:00:00,2022-02-12,1.3,겨울
20236,강남,400,2022,2,12,05,2022-02-12 05:00:00,2022-02-12,0.1,겨울
20269,강남,408,2022,2,12,06,2022-02-12 06:00:00,2022-02-12,-0.3,겨울
20301,강남,451,2022,2,12,07,2022-02-12 07:00:00,2022-02-12,-0.8,겨울
20955,강남,471,2022,2,12,08,2022-02-12 08:00:00,2022-02-12,-0.7,겨울
20982,강남,479,2022,2,12,09,2022-02-12 09:00:00,2022-02-12,2.4,겨울
21015,강남,466,2022,2,12,10,2022-02-12 10:00:00,2022-02-12,4.2,겨울
21055,강남,430,2022,2,12,11,2022-02-12 11:00:00,2022-02-12,5.8,겨울
21090,강남,399,2022,2,12,12,2022-02-12 12:00:00,2022-02-12,8.3,겨울
21129,강남,377,2022,2,12,13,2022-02-12 13:00:00,2022-02-12,9.4,겨울
21177,강남,359,2022,2,12,14,2022-02-12 14:00:00,2022-02-12,9.6,겨울
21203,강남,346,2022,2,12,15,2022-02-12 15:00:00,2022-02-12,10.4,겨울
21870,강남,332,2022,2,12,16,2022-02-12 16:00:00,2022-02-12,10.6,겨울
21907,강남,334,2022,2,12,17,2022-02-12 17:00:00,2022-02-12,10.0,겨울
21923,강남,363,2022,2,12,18,2022-02-12 18:00:00,2022-02-12,7.8,겨울
21981,강남,417,2022,2,12,19,2022-02-12 19:00:00,2022-02-12,5.5,겨울
22016,강남,450,2022,2,12,20,2022-02-12 20:00:00,2022-02-12,4.4,겨울
22052,강남,485,2022,2,12,21,2022-02-12 21:00:00,2022-02-12,4.0,겨울
22092,강남,499,2022,2,12,22,2022-02-12 22:00:00,2022-02-12,3.0,겨울
22120,강남,494,2022,2,12,23,2022-02-12 23:00:00,2022-02-12,1.7,겨울
22502,강남,464,2022,2,13,00,2022-02-13 00:00:00,2022-02-13,1.4,겨울
22539,강남,483,2022,2,13,01,2022-02-13 01:00:00,2022-02-13,1.6,겨울
22697,강남,441,2022,2,13,02,2022-02-13 02:00:00,2022-02-13,1.3,겨울
22739,강남,422,2022,2,13,03,2022-02-13 03:00:00,2022-02-13,1.1,겨울
22782,강남,413,2022,2,13,04,2022-02-13 04:00:00,2022-02-13,1.0,겨울
22804,강남,404,2022,2,13,05,2022-02-13 05:00:00,2022-02-13,1.3,겨울
22869,강남,413,2022,2,13,06,2022-02-13 06:00:00,2022-02-13,1.7,겨울
22918,강남,420,2022,2,13,07,2022-02-13 07:00:00,2022-02-13,2.0,겨울
22948,강남,434,2022,2,13,08,2022-02-13 08:00:00,2022-02-13,2.3,겨울
22981,강남,450,2022,2,13,09,2022-02-13 09:00:00,2022-02-13,4.0,겨울
22999,강남,447,2022,2,13,10,2022-02-13 10:00:00,2022-02-13,5.7,겨울
23031,강남,429,2022,2,13,11,2022-02-13 11:00:00,2022-02-13,7.0,겨울
23066,강남,398,2022,2,13,12,2022-02-13 12:00:00,2022-02-13,8.9,겨울
23097,강남,367,2022,2,13,13,2022-02-13 13:00:00,2022-02-13,9.8,겨울
23123,강남,356,2022,2,13,14,2022-02-13 14:00:00,2022-02-13,10.0,겨울
23154,강남,343,2022,2,13,15,2022-02-13 15:00:00,2022-02-13,9.9,겨울
23183,강남,338,2022,2,13,16,2022-02-13 16:00:00,2022-02-13,9.9,겨울
23208,강남,334,2022,2,13,17,2022-02-13 17:00:00,2022-02-13,9.7,겨울
23231,강남,375,2022,2,13,18,2022-02-13 18:00:00,2022-02-13,8.4,겨울
23269,강남,457,2022,2,13,19,2022-02-13 19:00:00,2022-02-13,7.1,겨울
23284,강남,513,2022,2,13,20,2022-02-13 20:00:00,2022-02-13,6.5,겨울
23301,강남,538,2022,2,13,21,2022-02-13 21:00:00,2022-02-13,3.5,겨울
23316,강남,548,2022,2,13,22,2022-02-13 22:00:00,2022-02-13,5.1,겨울
23342,강남,537,2022,2,13,23,2022-02-13 23:00:00,2022-02-13,3.6,겨울
23366,강남,510,2022,2,14,00,2022-02-14 00:00:00,2022-02-14,2.5,겨울
23393,강남,482,2022,2,14,01,2022-02-14 01:00:00,2022-02-14,2.1,겨울
23422,강남,453,2022,2,14,02,2022-02-14 02:00:00,2022-02-14,1.7,겨울
23455,강남,442,2022,2,14,03,2022-02-14 03:00:00,2022-02-14,0.8,겨울
23496,강남,431,2022,2,14,04,2022-02-14 04:00:00,2022-02-14,-0.4,겨울
23513,강남,418,2022,2,14,05,2022-02-14 05:00:00,2022-02-14,-0.9,겨울
23535,강남,436,2022,2,14,06,2022-02-14 06:00:00,2022-02-14,-1.3,겨울
23564,강남,469,2022,2,14,07,2022-02-14 07:00:00,2022-02-14,-1.1,겨울
23592,강남,511,2022,2,14,08,2022-02-14 08:00:00,2022-02-14,0.8,겨울
23624,강남,559,2022,2,14,09,2022-02-14 09:00:00,2022-02-14,2.6,겨울
23652,강남,492,2022,2,14,10,2022-02-14 10:00:00,2022-02-14,4.6,겨울
23668,강남,439,2022,2,14,11,2022-02-14 11:00:00,2022-02-14,6.1,겨울
23697,강남,410,2022,2,14,12,2022-02-14 12:00:00,2022-02-14,8.2,겨울
23718,강남,386,2022,2,14,13,2022-02-14 13:00:00,2022-02-14,9.0,겨울
23745,강남,370,2022,2,14,14,2022-02-14 14:00:00,2022-02-14,9.0,겨울
23770,강남,338,2022,2,14,15,2022-02-14 15:00:00,2022-02-14,8.4,겨울
23785,강남,344,2022,2,14,16,2022-02-14 16:00:00,2022-02-14,5.9,겨울
23818,강남,418,2022,2,14,17,2022-02-14 17:00:00,2022-02-14,3.8,겨울
23830,강남,468,2022,2,14,18,2022-02-14 18:00:00,2022-02-14,3.5,겨울
23845,강남,553,2022,2,14,19,2022-02-14 19:00:00,2022-02-14,3.4,겨울
23868,강남,651,2022,2,14,20,2022-02-14 20:00:00,2022-02-14,2.0,겨울
24099,강남,659,2022,2,14,21,2022-02-14 21:00:00,2022-02-14,1.6,겨울
24134,강남,692,2022,2,14,22,2022-02-14 22:00:00,2022-02-14,1.2,겨울
24153,강남,644,2022,2,14,23,2022-02-14 23:00:00,2022-02-14,0.5,겨울
24168,강남,559,2022,2,15,00,2022-02-15 00:00:00,2022-02-15,-0.1,겨울
439,강남,541,2022,2,15,01,2022-02-15 01:00:00,2022-02-15,-0.6,겨울
475,강남,573,2022,2,15,02,2022-02-15 02:00:00,2022-02-15,-0.9,겨울
526,강남,365,2022,2,15,03,2022-02-15 03:00:00,2022-02-15,-1.4,겨울
544,강남,481,2022,2,15,04,2022-02-15 04:00:00,2022-02-15,-2.0,겨울
610,강남,442,2022,2,15,05,2022-02-15 05:00:00,2022-02-15,-2.7,겨울
681,강남,493,2022,2,15,06,2022-02-15 06:00:00,2022-02-15,-3.5,겨울
743,강남,536,2022,2,15,07,2022-02-15 07:00:00,2022-02-15,-4.6,겨울
869,강남,604,2022,2,15,08,2022-02-15 08:00:00,2022-02-15,-4.7,겨울
918,강남,624,2022,2,15,09,2022-02-15 09:00:00,2022-02-15,-4.7,겨울
1015,강남,647,2022,2,15,10,2022-02-15 10:00:00,2022-02-15,-4.3,겨울
1036,강남,566,2022,2,15,11,2022-02-15 11:00:00,2022-02-15,-3.4,겨울
1054,강남,519,2022,2,15,12,2022-02-15 12:00:00,2022-02-15,-2.9,겨울
1072,강남,501,2022,2,15,13,2022-02-15 13:00:00,2022-02-15,-3.0,겨울
1137,강남,474,2022,2,15,14,2022-02-15 14:00:00,2022-02-15,-2.0,겨울
1166,강남,483,2022,2,15,15,2022-02-15 15:00:00,2022-02-15,-2.3,겨울
1672,강남,507,2022,2,15,16,2022-02-15 16:00:00,2022-02-15,-2.3,겨울
1681,강남,542,2022,2,15,17,2022-02-15 17:00:00,2022-02-15,-2.8,겨울
1735,강남,593,2022,2,15,18,2022-02-15 18:00:00,2022-02-15,-2.9,겨울
1786,강남,637,2022,2,15,19,2022-02-15 19:00:00,2022-02-15,-3.5,겨울
1829,강남,692,2022,2,15,20,2022-02-15 20:00:00,2022-02-15,-4.3,겨울
1847,강남,736,2022,2,15,21,2022-02-15 21:00:00,2022-02-15,-5.2,겨울
1852,강남,780,2022,2,15,22,2022-02-15 22:00:00,2022-02-15,-5.6,겨울
1873,강남,718,2022,2,15,23,2022-02-15 23:00:00,2022-02-15,-6.4,겨울
1891,강남,703,2022,2,16,00,2022-02-16 00:00:00,2022-02-16,-6.6,겨울
1916,강남,671,2022,2,16,01,2022-02-16 01:00:00,2022-02-16,-6.6,겨울
1950,강남,595,2022,2,16,02,2022-02-16 02:00:00,2022-02-16,-6.5,겨울
1985,강남,563,2022,2,16,03,2022-02-16 03:00:00,2022-02-16,-6.6,겨울
2020,강남,548,2022,2,16,04,2022-02-16 04:00:00,2022-02-16,-6.6,겨울
2762,강남,544,2022,2,16,05,2022-02-16 05:00:00,2022-02-16,-6.9,겨울
2798,강남,558,2022,2,16,06,2022-02-16 06:00:00,2022-02-16,-6.9,겨울
2843,강남,622,2022,2,16,07,2022-02-16 07:00:00,2022-02-16,-7.2,겨울
2867,강남,672,2022,2,16,08,2022-02-16 08:00:00,2022-02-16,-7.5,겨울
2884,강남,678,2022,2,16,09,2022-02-16 09:00:00,2022-02-16,-7.1,겨울
2911,강남,622,2022,2,16,10,2022-02-16 10:00:00,2022-02-16,-6.5,겨울
3696,강남,577,2022,2,16,11,2022-02-16 11:00:00,2022-02-16,-5.2,겨울
3719,강남,545,2022,2,16,12,2022-02-16 12:00:00,2022-02-16,-5.0,겨울
3743,강남,533,2022,2,16,13,2022-02-16 13:00:00,2022-02-16,-3.9,겨울
3782,강남,509,2022,2,16,14,2022-02-16 14:00:00,2022-02-16,-3.9,겨울
3823,강남,493,2022,2,16,15,2022-02-16 15:00:00,2022-02-16,-3.9,겨울
3849,강남,491,2022,2,16,16,2022-02-16 16:00:00,2022-02-16,-3.6,겨울
3867,강남,533,2022,2,16,17,2022-02-16 17:00:00,2022-02-16,-4.3,겨울
3879,강남,606,2022,2,16,18,2022-02-16 18:00:00,2022-02-16,-4.7,겨울
3898,강남,727,2022,2,16,19,2022-02-16 19:00:00,2022-02-16,-5.3,겨울
3922,강남,773,2022,2,16,20,2022-02-16 20:00:00,2022-02-16,-6.1,겨울
3959,강남,803,2022,2,16,21,2022-02-16 21:00:00,2022-02-16,-7.0,겨울
3994,강남,807,2022,2,16,22,2022-02-16 22:00:00,2022-02-16,-7.8,겨울
4038,강남,769,2022,2,16,23,2022-02-16 23:00:00,2022-02-16,-8.0,겨울
4194,강남,704,2022,2,17,00,2022-02-17 00:00:00,2022-02-17,-8.2,겨울
4221,강남,692,2022,2,17,01,2022-02-17 01:00:00,2022-02-17,-7.9,겨울
4262,강남,666,2022,2,17,02,2022-02-17 02:00:00,2022-02-17,-7.9,겨울
5283,강남,656,2022,2,17,03,2022-02-17 03:00:00,2022-02-17,-8.0,겨울
5301,강남,622,2022,2,17,04,2022-02-17 04:00:00,2022-02-17,-8.3,겨울
6293,강남,611,2022,2,17,05,2022-02-17 05:00:00,2022-02-17,-8.5,겨울
6367,강남,619,2022,2,17,06,2022-02-17 06:00:00,2022-02-17,-8.7,겨울
6382,강남,673,2022,2,17,07,2022-02-17 07:00:00,2022-02-17,-9.1,겨울
6705,강남,709,2022,2,17,08,2022-02-17 08:00:00,2022-02-17,-9.0,겨울
6747,강남,745,2022,2,17,09,2022-02-17 09:00:00,2022-02-17,-8.4,겨울
6757,강남,695,2022,2,17,10,2022-02-17 10:00:00,2022-02-17,-7.7,겨울
6774,강남,582,2022,2,17,11,2022-02-17 11:00:00,2022-02-17,-5.7,겨울
6788,강남,547,2022,2,17,12,2022-02-17 12:00:00,2022-02-17,-5.0,겨울
